   Counter   Asymmetry      DeltaX      DeltaY
      8194  -565.73132    -3.39044   -36.80251
      8195   249.26442   -29.20614   -26.90819
      8196   940.46143    53.06607    95.66771
      8197    65.64072   -32.73522   -28.19647
      8198   413.14371   -21.66692   -10.74173
      8199   433.69427     9.96488     2.67166
      8200  -451.49814   -46.37604   -47.82344
      8201   322.37210     4.40043    23.04076
      8202   170.47580    32.13055     3.91802
      8203   369.89468    52.63844    11.54510
      8204  -126.54846   -12.39167    -8.11808
      8205   954.95685    52.89943    27.93093
      8206   849.04352   -18.32781   -18.19849
      8207  -939.48608     0.36770    19.96260
      8208  -307.50317   -13.98660   -33.25926
      8209   390.04044   -53.08882    12.32138
      8210  1034.33240    -5.92670    48.09321
      8211  1195.77661    77.97208    97.36178
      8212   110.45486    -5.64722   -16.56916
      8213 -2079.69922    -6.68155   -57.46025
      8214   226.76799     3.41440    31.33659
      8215    23.19751    18.02944    27.68360
      8216    79.85181    26.11238    17.28256
      8217  -477.41364   -16.15734    -4.41000
      8218  -402.90768     7.52510   -66.46519
      8219   847.76599    25.06204    18.95551
      8220  -442.60443     9.87315     8.68108
      8221   257.13919   -65.64278     7.69605
      8222  -612.43567  -110.84219   -76.48109
      8223  1160.20422   -60.21619   -35.63762
      8224  1098.29236   -31.99551    17.52277
      8225  1274.48645   -54.12331   -23.31636
      8226   260.68430     2.41530     1.21391
      8227  -349.09265    55.33352    14.10312
      8228    15.21255   -77.65917   -34.95280
      8229   290.43307   -13.90547    26.70857
      8230   160.69026    19.88669    18.73050
      8231  -126.47745    26.72729    24.12296
      8232  -721.11218   -65.29913   -54.42780
      8233   321.11487   -37.56026    -2.22827
      8234 -1050.31653  -104.04345  -105.20583
      8235  -246.45404    -7.35779    -4.40707
      8236   182.64468    96.48815    34.17499
      8237  1381.28271   -25.04731    26.21221
      8238  -192.33804     9.51323    -2.85251
      8239  -987.31116    20.84299    25.48263
      8240   492.68524    25.34332    22.00956
      8241   405.19614    -5.93847   -16.04402
      8242   671.52307   -80.99311     3.15778
      8243 -2163.39062    17.42509   -90.51975
      8244   663.23492   -38.67962    39.39677
      8245  2377.82593  -118.28043    47.20761
      8246   114.88782   -10.68386   -56.53910
      8247   484.21213   -12.02701    -0.91171
      8248   767.25433   -37.11432     4.29979
      8249   361.20502   -63.78865    22.36601
      8250  -629.97675     0.06703   -40.61124
      8251   504.79782     8.03575    34.04402
      8252   422.40048   -36.81501     2.98245
      8253  1080.59692    55.86096    89.53197
      8254  -570.24231  -103.43247   -63.12694
      8255 -1353.72070  -106.88791   -73.74297
      8256   183.44640   -57.95211    -7.73811
      8257  -461.67972   -57.85489   -66.02299
      8258  1064.17981   -84.58049    -7.03224
      8259    45.67735   -16.27868   -19.07134
      8260  -682.75970   -63.74571   -32.44424
      8261   234.17007    31.04693    -2.13239
      8262   722.36908   -38.31112    15.67354
      8263   171.20634   -10.31294   -20.12143
      8264  1020.07843    26.70634    37.64460
      8265  1555.53601   -37.07098     8.07338
      8266   425.10046    42.35773    56.42664
      8267 -1238.58777    16.35622   -14.52720
      8268 -2311.23901   -35.21548   -27.69365
      8269     4.28486     0.15371    22.92210
      8270   -90.30298   -98.39023   -13.32293
      8271   303.05560   -24.12889     0.04926
      8272  -513.94696   -70.71994  -108.77386
      8273 -1346.94263   -22.35812   -43.32074
      8274  -261.11423   -34.31060   -55.28642
      8275  1710.34827   -56.95588    -7.53959
      8276  -706.48492     8.70577    32.31398
      8277   310.11472    -9.54829    15.71980
      8278  -116.23190   -62.42275   -31.68937
      8279  -214.72435   -48.38732   -52.65286
      8280   128.89330    -7.08198    54.97870
      8281   -81.59959   -55.24251    10.27836
      8282  -162.65395    43.43997    31.07133
      8283    93.66479   -65.64841   -22.09867
      8284   664.43097   -83.84772   -29.73713
      8285 -1446.67505    -9.90588   -79.61275
      8286  -301.90060   -13.47288   -41.75528
      8287  -411.37515    12.58404     4.86200
      8288  -799.68420    69.76995    23.24732
      8289  1408.85950    12.20965    47.65424
      8290   -55.08927   -18.55709   -20.99183
      8291    87.13770   -18.45711   -52.49915
      8292  1931.48242   -65.73093    10.02517
      8293  -208.21310    16.47280    10.39503
      8294  -125.22240     8.78850   -15.10820
      8295  -859.36823    -8.08681   -62.53054
      8296  1871.89062    58.30239    47.52321
      8297  -731.11029    10.59980    -5.29016
      8298   271.31137    20.32591    18.63145
      8299 -1393.02173   -46.16978   -11.89678
      8300  -334.22455    13.86451    25.67715
      8301  -460.48483    37.21810    27.69677
      8302 -1271.53015   -15.88358   -38.72132
      8303  -969.86298     1.74608   -21.76500
      8304   673.55200  -133.69528   -55.49503
      8305  -731.00793   -21.15608   -32.56211
      8306  -457.80167   -28.84955    -0.11612
      8307  -247.59418    -3.03513    17.97615
      8308   -55.81507   120.73628    -3.97696
      8309    -2.67350    -0.57920    -4.16529
      8310  2372.24341   -59.00023    -9.77764
      8311 -1961.28516   109.49394   -40.71601
      8312   382.11057   -26.37478    27.62857
      8313   105.66515    34.66404    20.15758
      8314   622.22437    31.85641    60.82101
      8315   505.80597   -14.85428    -6.48394
      8316 -1604.55298    -9.07260   -82.37314
      8317   308.74161    24.33034    -3.35960
      8318  -415.12579    14.69451   -17.97929
      8319 -3189.66650   -36.15310   -77.44101
      8320  -720.26807   -51.63988   -59.16315
      8321   181.31340    16.60666    15.32700
      8322  -369.64392    78.28359    57.17691
      8323   463.11432    40.36262    15.68500
      8324   339.26331   -17.82009    13.07564
      8325 -1474.91736    54.21143   -27.15316
      8326   729.26257    16.61436    16.56555
      8327  -129.52698   -88.45301   -28.10921
      8328  -232.26659   -25.66931   -13.60970
      8329   460.24887   -40.56684   -40.67549
      8330  -829.79114   -48.43695   -47.33070
      8331  -258.30960   -11.24576   -21.67807
      8332   404.55136  -139.31546   -40.41088
      8333  -359.63943  -154.90417   -16.21389
      8334   -80.19570    48.26603    15.56579
      8335 -1129.83374    45.42456   -20.29884
      8336     4.19402    44.94988    17.58809
      8337  -379.24417    29.65545    50.74763
      8338   953.58417    -2.61875    24.97563
      8339   -88.18351    20.96057    13.07934
      8340   115.37756   -17.33201   -24.24358
      8341   460.02411    -9.40272   -53.45343
      8342  -140.25031   -64.17470   -31.28863
      8343   687.49481    -0.30755    -9.12668
      8344   355.23898     6.36818     5.42295
      8345  1796.14868   -34.72984     1.47746
      8346  -115.84637    -7.75678    16.62358
      8347  -687.41260    -2.00696   -13.07487
      8348    10.71868   -83.62041   -34.21045
      8349   671.14990   -16.32905    28.65898
      8350  -133.14293    15.03791     1.02467
      8351  -579.28998    43.99680    27.03904
      8352  -550.33356    12.68189    23.00339
      8353   -56.67978    18.75184    -7.10402
      8354  1111.92334    50.03270    58.73320
      8355   842.89990    80.56064    56.01512
      8356    39.09848   -13.22987    38.81148
      8357  -332.17462   -24.17481   -19.41282
      8358 -1785.11816   -51.25221   -58.80268
      8359  -121.92461   -26.06816   -60.41125
      8360   647.63037    -1.38955     5.91926
      8361   505.01392    -8.89040    17.77251
      8362  -591.70044   -29.97713   -23.13813
      8363   708.61835    92.03809    28.04759
      8364   230.06200     2.26183    -4.96580
      8365  -270.01590    17.12738    16.11826
      8366   480.82230    10.65584    10.74693
      8367   853.79413   -83.58108   -28.79435
      8368  -879.04559     8.20277    40.73079
      8369   947.74292    -1.08190    45.01457
      8370  -575.04645    29.12132    14.58343
      8371   368.41055    65.83430     9.31108
      8372   159.90132   -48.97046   -21.22548
      8373  -802.91949    -1.13984   -47.92226
      8374   255.13808    20.46806    34.71988
      8375    39.19283   -25.47455    -0.30729
      8376   544.49243   -31.55010    23.43205
      8377    60.03331    -7.16282    11.74612
      8378  1559.58362    30.19763    71.08103
      8379  1439.52515   -72.13866    33.94233
      8380   374.95734   -48.71346    -7.68993
      8381  1044.83508    37.06961    24.55544
      8382  -186.68349   -21.31384    18.42107
      8383  1143.96594    10.75140    26.54793
      8384  -267.87946   -14.49622   -22.58040
      8385   189.40794   -47.18208    18.87042
      8386   504.79288    13.42010    22.25419
      8387  -109.67492     5.84240    -0.81514
      8388  -496.49194   -16.03868   -12.27638
      8389   520.93280   -11.14796   -28.19238
      8390   161.68115   -20.82333    52.96446
      8391  1476.15759    19.52820    54.93192
      8392  -479.94858    46.46181   -25.94349
      8393   957.53375    37.68909    18.76135
      8394  -528.04303   -78.19025   -31.46480
      8395  1002.18024   -45.68708   -13.79333
      8396   201.34579    19.51476    13.94285
      8397   782.24957    -0.86129    22.11432
      8398   728.37152   -39.29700    -4.90537
      8399   579.84668    60.97683    44.55095
      8400  1368.20532   -11.05219    13.28982
      8401   526.54114    56.36340    28.86675
      8402   420.04398    84.76540    79.10651
      8403  -389.67865   -95.02443   -21.40402
      8404    70.43534    73.37831     5.23670
      8405   609.27179   -34.96692     6.91909
      8406  -585.49591    27.11150    13.42668
      8407   433.83463     8.66717    50.51640
      8408   310.40332     0.99617     4.10639
      8409   654.29865   -70.30916   -28.78782
      8410   846.47906   -27.44860    20.45942
      8411  -923.57373     6.39788   -37.80321
      8412  -433.82358    67.87390    21.33563
      8413   213.71959    -0.55682     9.75146
      8414  -876.35028    30.48248   -53.89124
      8415  1221.64368    -3.04235    24.62333
      8416  -365.28912     7.65369    -3.77189
      8417   263.25723    -5.63579    14.72315
      8418  -231.69708   -29.20107   -14.25324
      8419  1960.40503    17.10343    65.32136
      8420  -153.53163   -64.51225   -18.74647
      8421  -811.45300   -23.22174    -6.44243
      8422   274.50803   -11.34027     5.58455
      8423  -815.94556     3.41349   -14.43410
      8424  -791.12085   -22.12336   -59.81855
      8425  -377.58377    42.01334    -8.32316
      8426   714.46265    14.07311    -8.93114
      8427  1014.47791    20.39466    55.07431
      8428   337.74722   -27.69535   -16.26374
      8429    72.25306   -38.28312     0.24866
      8430  1058.42480    18.58531    40.59813
      8431   839.01233    17.10522    62.46666
      8432  1134.32031    34.95216    36.23357
      8433    36.99211    -0.57097    19.74163
      8434   429.75067    28.61102     3.85316
      8435  1115.08374    -6.56871     3.16565
      8436  -193.13206    25.94732     9.89305
      8437   691.19012   -49.19601    -8.69740
      8438   944.57648   -86.20846     2.28978
      8439  -354.45700    33.72709    -8.13518
      8440   264.07227   -33.05097     2.24726
      8441   409.03775    33.68033    55.42484
      8442   421.88849    10.30902   -38.59665
      8443  1370.86829    14.20399    56.82933
      8444  1339.79053    -7.24986     6.37186
      8445   615.33118   -47.94038   -17.88770
      8446     7.48540   -77.86014    -8.02345
      8447   -98.78218   -84.70586   -12.59454
      8448  1723.69434   -78.90750    40.59127
      8449   143.46947    58.53896    45.71243
      8450  -726.71765    64.55762   -33.96509
      8451  -626.42297    63.93890   -22.79301
      8452  -356.08557   -49.18089   -32.47225
      8453 -1748.40405   -11.82884   -26.03709
      8454   645.61505   -28.52356    15.67060
      8455  1793.34558    10.44334    88.80003
      8456  1637.04102   -30.37725    48.16140
      8457   606.67950    13.03979    35.84217
      8458   967.22760   101.72881   101.28337
      8459  -921.59833    87.13406   -31.61505
      8460  1076.33337    63.61270    41.47878
      8461  -289.78537   -25.62169    15.43523
      8462  -970.91534    11.08901   -60.40750
      8463   702.49347   -32.34460   -26.21154
      8464   982.20691   -14.70988    35.11500
      8465  -902.34021    40.18572   -40.25735
      8466   109.94469    -1.40011    -7.76058
      8467  -706.29120   -69.86950   -42.05616
      8468  -283.60168    81.09771    38.60068
      8469   530.14746   -37.73932     5.10841
      8470   515.54913    14.26126    54.92304
      8471   -75.92341    27.74755    21.30979
      8472   641.09967     4.34553    20.09597
      8473  -192.08272    -6.34679   -13.61423
      8474   -98.12624     6.60945   -11.33790
      8475   892.34247   -35.93848   -31.71300
      8476   940.69928   -52.52124   -21.38363
      8477   460.30609    33.67423    38.61019
      8478   345.57159     4.78868     8.26043
      8479   140.02060   -11.49500   -12.53076
      8480   212.46002    31.92307    93.50800
      8481  1117.03894    48.84241    95.62248
      8482  -386.09784   -42.99598    18.36872
      8483  -693.03577    67.24742   -14.26902
      8484  1244.54456    -1.78660    38.17160
      8485  -927.04547    40.00008   -36.37137
      8486   266.31146    27.53726    12.57632
      8487   500.92459   -58.42688    -8.71110
      8488   -69.02403    47.65680     2.84026
      8489   678.72290   -49.42731     2.70949
      8490  -500.05969    86.08817    21.33104
      8491  -407.46609   -20.59756   -18.98626
      8492  -112.62986   -34.31980    50.19811
      8493  -272.84979    -9.84866    -6.92055
      8494   976.85468    14.82959    69.43525
      8495   -46.30743    27.85743    37.25756
      8496   314.47122    54.28101    42.92355
      8497   454.98413    30.26839    43.61416
      8498   498.12387   -11.98376    22.36151
      8499   874.17096     3.19498    -7.17049
      8500   224.08405   -30.52325   -18.72792
      8501  -159.71938   -32.90577    13.52268
      8502 -1358.65393   -19.98139   -31.33018
      8503   567.32977    15.64310    23.39411
      8504    34.32470    38.26649    21.02096
      8505 -1284.84741     1.52018   -46.66225
      8506  -713.17798    25.98310    32.82737
      8507  -182.43336    -9.29318     5.94636
      8508  1786.45093   -29.63212    48.00767
      8509   578.46289   -26.10046   -24.32172
      8510  -136.43192    29.59259    32.72990
      8511   102.75379   -39.75964   -51.52875
      8512  1079.70020    -8.35195    28.74434
      8513 -1671.46558    41.23804   -54.34749
      8514  -303.91431    63.90589    58.99990
      8515  -933.14191    -7.34361   -60.61835
      8516 -2424.56738    30.66988   -44.43773
      8517   524.71216     1.98427   -35.28717
      8518   857.71777   -39.86782    45.58246
      8519   767.27094   -45.40215    55.45084
      8520  1156.23096    77.70575    45.48500
      8521  -162.05551    24.04504    24.48471
      8522 -1136.68677   -37.88222   -36.59265
      8523  -343.73700    19.27794    -1.08492
      8524   734.58282    25.87764     0.40195
      8525   353.97446   -73.05505   -16.05053
      8526  -511.75647   -21.22526    -7.32887
      8527  -326.81052    11.30651    15.91206
      8528   152.44821   -36.41083   -14.02218
      8529   -64.33488    -0.14192    -1.95658
      8530  -308.52814   -24.45661   -15.05174
      8531   508.37167    12.38129    13.35137
      8532   825.80707   -31.68604    -4.16308
      8533 -1321.07104   -18.40494   -35.41287
      8534 -1407.88916   -13.38251   -65.28830
      8535 -1058.14722   -15.25422   -50.10484
      8536   -55.33383    15.05613     9.41376
      8537   982.28503    25.34865    68.94038
      8538  -933.07050     3.63653    41.97639
      8539   233.42888   -67.28609   -10.01409
      8540  -736.75989   -11.04857   -17.72824
      8541  -803.62140    73.70583   -12.33902
      8542   459.93909   -22.75569     7.95383
      8543   536.94702   -41.54296    -9.90219
      8544 -1261.56628  -172.02750   -90.07283
      8545  -642.29755    47.28653     8.17598
      8546  -658.55280    41.23508    32.52857
      8547   263.03653   -21.87088     7.35842
      8548   595.15637     0.40805    45.41374
      8549   426.86035    -2.45331    -4.08102
      8550  -335.48782   -32.67559   -28.30750
      8551   181.77444   -61.21645     0.51538
      8552   345.23569   -10.14131    12.94385
      8553   462.64423   -10.17007   -35.66711
      8554  -397.42960    42.20651   -10.77577
      8555   611.00464    -3.73933    61.30400
      8556  1295.14905    52.25240    59.84531
      8557   362.15671    17.71902    44.35195
      8558  1269.96814     2.03086    28.65773
      8559   530.69769   -37.63446     5.51472
      8560 -1408.72351    -7.55270   -21.10151
      8561   162.93553     6.92186    40.74694
      8562 -2049.44580     7.05414   -12.31979
      8563    15.17148     1.86029   -13.06861
      8564  -352.17828   -29.10274   -25.80471
      8565  1158.67175  -158.45184   -55.40506
      8566   236.84537    55.62931    -7.24934
      8567   874.00635    43.93487    17.77770
      8568   948.94885    25.30816    -7.85655
      8569   194.18396    38.88871    49.79372
      8570  -300.70065    46.20285    13.79587
      8571  -926.81744   -47.14165   -49.04124
      8572 -1136.24231     9.04318   -26.53707
      8573  -361.11151    29.41209    19.30458
      8574   854.97382    17.13899   -29.68410
      8575   535.25037    19.30303    16.65247
      8576   204.16574   -23.35611    11.13064
      8577  -627.16901   -45.44981   -14.57335
      8578   236.31314    10.24673    -1.91360
      8579  1288.15540    -1.22674    60.07526
      8580  -793.55292    23.00627    -9.58209
      8581  -892.87939     1.11056   -31.85997
      8582  -527.21204   -12.50506     7.27595
      8583  -222.78632    17.43554    -5.62345
      8584   217.22795    38.11520     5.04159
      8585   559.27997   -77.11323   -20.32586
      8586   493.50681    -4.42357    39.20179
      8587  -935.40894    66.12352   -20.10143
      8588   246.52756    20.38182    16.13967
      8589   578.47729   -35.17012   -14.60839
      8590 -1500.31384    33.82991     1.45234
      8591   801.45142     4.94220    35.77367
      8592  -588.22089   -54.74651   -47.42006
      8593   287.95990    38.91978     8.25335
      8594    34.72699    -1.04276   -37.98861
      8595  -824.06476    28.36929   -39.34698
      8596  1039.67798    18.00928     9.23038
      8597   279.80432   -13.87329    -3.07914
      8598 -1841.42419    11.76991   -33.47652
      8599   -40.41483   -29.74936   -42.97651
      8600   586.03119    96.14825    19.32051
      8601  -842.00732   -40.94286   -19.04429
      8602  1647.75317    42.23425    75.13697
      8603   901.13745     6.96084    25.11724
      8604  -684.94421   -61.68457   -31.23845
      8605  1553.34937   -24.04704    51.06395
      8606  -487.02039    67.91406    51.54102
      8607   135.61850   -50.03114   -31.88493
      8608  1091.25562    -2.83708    11.17006
      8609     8.59348   -16.37461    33.51015
      8610   433.94781    27.23566    16.44594
      8611   380.67734    -7.25709    12.06589
      8612     7.12409   -12.24732    38.58348
      8613    37.64987   -10.85507    20.41782
      8614  -184.71777    29.91729    24.30419
      8615  -577.22290   -25.92563    -5.31950
      8616   546.64343    -7.85165    12.49543
      8617  -189.51236    11.59088   -27.80747
      8618  -949.58081    15.88069   -62.27748
      8619   943.64331   -94.34898   -13.71037
      8620  1206.34888   -78.09552     5.03640
      8621  -360.05307     2.46275   -30.40157
      8622   804.35474    59.16267    33.54451
      8623  -187.48611   -42.58528   -35.95628
      8624   632.63190     5.51993    35.18639
      8625   442.30133   -50.33345   -16.47995
      8626  -126.64045   -17.02240   -50.63563
      8627   208.53377   -40.98507     0.14401
      8628  -287.65402    35.23787   -16.04814
      8629   122.34010    40.35651    21.29586
      8630  -516.83771    74.46398    41.90214
      8631   225.36089    20.99504    26.69679
      8632   953.26776    60.90168    73.49941
      8633  -157.51227   -35.67930   -42.50681
      8634  -435.70685    14.26822    14.34170
      8635 -1101.91040   -20.30624   -48.55979
      8636   167.55663     2.45780   -32.69319
      8637   628.00891   -26.92794    20.40229
      8638  -872.12158    -1.87919   -30.27490
      8639   209.58969   -74.65598   -16.75338
      8640   208.54492   -37.36954   -13.12321
      8641 -1448.09412    18.68158     4.27224
      8642  -462.33820    55.73805    13.11997
      8643  -236.80876     6.20404   -20.86071
      8644  -632.57910   -28.30427   -34.55693
      8645 -1460.90332    15.52012   -58.03668
      8646   533.51239    -1.68693    -1.43128
      8647 -1472.15479    72.60915   -54.89909
      8648 -1118.34277     9.63277   -33.49111
      8649  -214.00812    -9.97649     0.26374
      8650  -933.41748   -42.02516   -24.46178
      8651  1904.82336    -4.54715    42.61237
      8652   301.67987   -44.84309    -4.16123
      8653  -288.46405   -13.53385   -28.07879
      8654   245.39749   -33.54502    -6.76588
      8655 -1160.72070    15.00352   -67.53772
      8656  2241.41528     5.76886    52.43571
      8657   951.31000   -71.01640    20.22488
      8658   220.61911   -30.64995    18.95598
      8659  -348.72464    54.61432     6.72037
      8660    67.36333    31.23857    39.29167
      8661  1096.25488   -56.90839    25.16931
      8662  1589.31555   -59.81821    -6.30017
      8663   568.00323   -28.80170    26.81429
      8664  -450.97836    48.56422   -26.55683
      8665   884.68378    54.67813    55.72329
      8666  2458.41528    20.22106   128.58235
      8667 -1046.44995    29.92350   -39.87278
      8668   101.51995   164.04793    27.98095
      8669   637.63617   -48.31751    23.44128
      8670  -733.45459   -33.96637   -58.11245
      8671  -714.79199     7.16306    -7.71400
      8672   749.21832    30.15211    31.73661
      8673   -57.95562   -68.22546   -26.80150
      8674 -1572.32983    25.53664   -68.81261
      8675  -303.53467     4.55792   -40.88325
      8676  -141.36795   -67.88984   -38.67932
      8677  -436.74854    38.17661   -33.97380
      8678   691.56934   -29.37104    42.33318
      8679  -345.91153   -14.00006   -44.49780
      8680  -973.63904    -6.32271   -76.91930
      8681  -136.70512    56.45810    11.53219
      8682 -1003.60199    54.96911   -31.55172
      8683   322.98712    10.74164     6.27813
      8684  -662.00378    -3.45603   -16.05539
      8685   386.13232   -17.44763    17.44598
      8686  -889.75903    -2.13031   -30.00080
      8687    50.69149   -17.24034    11.81054
      8688 -1148.31580   -18.92020   -40.71008
      8689   -49.76337   -55.17271   -17.90888
      8690  -153.35640    63.52323     4.88157
      8691   431.27301     1.41612    15.44458
      8692    72.21291    32.34170    -1.04630
      8693  1044.97327     8.96266    20.73443
      8694 -1529.41406   -59.37634   -78.16861
      8695  -972.17572    37.17004   -11.62551
      8696   491.33942    12.31494    15.48357
      8697   407.23578    45.70387    32.01126
      8698   374.11301    22.71180     9.20715
      8699   926.19946   100.62254    42.27940
      8700   486.17398     6.89724    45.44450
      8701 -2107.86084   -10.34533   -35.93584
      8702   -86.76131    56.20863    57.05541
      8703  -499.02005    -4.10593   -28.56987
      8704  -868.62909    10.60416   -17.63231
      8705   -47.48735    39.72894   -22.97856
      8706    -1.41581     4.29346    -7.24418
      8707  -396.01416   142.06386    20.48786
      8708 -1960.89929     0.44509   -59.53561
      8709  -129.27347   -59.33464   -21.82745
      8710  2539.96167    51.75459    83.28799
      8711  -232.57542     1.60383     0.29054
      8712   524.03400    16.91651    38.34597
      8713 -1442.82129    40.58789   -16.39342
      8714   529.10028   -37.39834   -29.79417
      8715  -771.94049    44.77126    19.49272
      8716   148.21541    15.98442    -8.40799
      8717  -861.08441    25.19590     6.96454
      8718   424.40503    52.62080    30.92891
      8719   -16.14814   -52.57634   -36.62506
      8720     0.27434    71.66688   -10.05006
      8721   -54.48125   -22.69667    10.97165
      8722  1099.99500    28.16065    21.96858
      8723   952.79553     5.06401    66.04110
      8724  -300.97110   -35.06708   -15.78896
      8725   -73.42462    34.28495   -10.12341
      8726  -716.61017    40.74722    -5.36038
      8727  -832.02893   -36.72476   -48.84681
      8728   198.57683    35.66179    25.35053
      8729   186.45898   -29.62520     8.10110
      8730  -262.77078    20.67866     8.36602
      8731  -210.93593   -17.54971   -27.17219
      8732  -836.82812    13.98584   -41.81350
      8733  1443.09607   -34.54141     6.85979
      8734 -1266.26465    52.74056    -6.97554
      8735   599.30890    30.02856    39.65437
      8736  -484.56778    13.30646   -16.21681
      8737   824.21594   -16.59451     5.64324
      8738  -242.24896   -20.64032    12.91229
      8739  -407.04156    97.06925     9.67252
      8740  1394.72046     6.65716    59.00531
      8741  -184.07547   -27.91326    21.89974
      8742  -408.42007     7.14778    17.22221
      8743 -1648.61169    30.77157     2.91709
      8744   137.06198    -6.50048   -45.53014
      8745   403.96069     2.56748     9.65056
      8746  -153.08437    -7.64533    46.00645
      8747   560.90466    22.98634    18.47606
      8748  -722.58069   -20.78466   -36.13231
      8749 -1103.41919    -5.85772   -24.03208
      8750  -973.58435   -21.44212   -46.24896
      8751   202.06360   -19.77281   -14.17895
      8752  -798.00464     6.05128    -3.33978
      8753  -136.22835    17.15793   -31.10347
      8754   450.23309    -6.19197    14.37054
      8755  1336.77283    13.62927    40.02393
      8756  -247.90918    -8.83332   -34.97189
      8757  -563.00562     0.32266     3.72363
      8758  -296.46542   -31.88445   -19.70352
      8759   218.71286    -6.45914   -49.27074
      8760   426.03775    11.68536    -2.91912
      8761   596.91876    39.84228    10.90622
      8762  -922.99542   -26.42235   -34.79685
      8763  -353.94458    24.64753    68.02128
      8764  -293.55463   -37.66265   -80.56797
      8765   -40.50822   -11.81691    32.16014
      8766  -822.13171    11.23040   -17.32103
      8767 -1534.54395   -47.07141   -46.66320
      8768  -413.48322   -32.73553   -48.22176
      8769  -572.89258   -16.12195   -11.29224
      8770  1256.33997    15.46578    62.06379
      8771    26.96635   -12.54818   -15.76228
      8772    84.36043    79.11756    40.18489
      8773   839.96509   -35.37346   -11.50524
      8774   316.35919   -14.28317   -22.81041
      8775  -873.52942    -2.70355   -23.50015
      8776 -1105.90857    10.73934   -26.48651
      8777  -653.99524   -23.08578   -39.78030
      8778  1960.46790     2.82070    65.80828
      8779  1613.00500    72.97444    68.07105
      8780    48.57244   -45.06998   -26.88085
      8781 -1062.80957  -136.91988   -39.07131
      8782   -84.70677   -44.60112   -30.44295
      8783  -283.44766    -2.11818   -23.56189
      8784   988.29596    20.59583    21.29595
      8785  1414.93506   -23.65240    77.39072
      8786  -859.41248    34.27566    15.10027
      8787  -611.89758  -106.10400   -50.74627
      8788 -2403.78931   -53.21189   -96.13594
      8789   164.58702     6.65097    41.35312
      8790  1219.04053    70.87403    99.08214
      8791  1712.71875    36.65958    73.66084
      8792  -558.65289   -80.19906   -42.61632
      8793   878.89404    40.64083    29.76259
      8794  1368.34155    23.36949    43.29222
      8795   327.08325     7.84516    -2.47078
      8796   -10.33763    -0.20266    22.21046
      8797   472.94595   -47.90313     1.05348
      8798   -47.37087    -5.49267     6.54609
      8799   -77.96490   -42.69918    19.88640
      8800   315.75183   105.55380    35.33495
      8801  1096.10229     5.24259    46.08558
      8802 -1113.61804   -52.71026   -58.28889
      8803   -65.20970   -24.38362    -6.96538
      8804    85.97756   -21.77062    19.35062
      8805   129.12196    20.78653   -14.85376
      8806   747.20294    35.80497    32.52337
      8807  -147.84804    56.60623    20.03108
      8808   849.50104    75.13042    82.86383
      8809 -1392.06213     4.56927   -53.54832
      8810  -172.71169     1.41101     1.60449
      8811   141.61406    91.41275   -11.14843
      8812 -1235.40857    47.28846   -17.42256
      8813   507.06744   -30.33861    -8.72648
      8814  1107.75391    51.16191    24.89151
      8815  -445.62436    87.63013    35.22379
      8816   937.31219     8.70535    -8.04613
      8817  1176.03845    11.26700    27.31161
      8818   613.14758    18.69392    16.13047
      8819   137.35701   -15.68229   -36.08961
      8820  -340.23013     5.16342   -40.37045
      8821    79.66723    25.76502    -4.64008
      8822  -175.34325    25.14144     4.06551
      8823  2013.71106    35.74338    72.20816
      8824  -959.91205   -65.51817   -73.65208
      8825  -439.38370   -10.63975    13.25676
      8826  -976.51862    -6.65547   -42.06208
      8827   457.03445    -9.17274    23.89810
      8828 -1312.73987   -32.06573   -92.05536
      8829  1649.21448     3.17680    41.97204
      8830   108.87881    43.65379    33.88351
      8831  -525.56934    36.62476    42.01393
      8832 -1308.23755    16.02441   -17.61206
      8833  1133.69299    21.24883     2.88845
      8834  2236.49951    58.72573    86.64161
      8835   771.81116    80.18045    61.46323
      8836    74.39924    19.20194     4.52329
      8837   208.74881  -110.82262   -22.94053
      8838  1255.36096    13.57537    50.72568
      8839   786.48254    17.86213    12.21935
      8840  1868.50769   -41.20546    13.13862
      8841 -1329.07812   -92.10078   -70.94632
      8842   348.52277   -67.08629   -14.80022
      8843  -565.24927   -33.31871     8.09694
      8844   354.29013   -24.85482     4.73313
      8845   297.60049    -2.39527    -3.56699
      8846  -662.33160    30.80794   -38.23683
      8847  1236.83313    23.89725    47.26588
      8848 -1110.84387   -44.07206   -40.84798
      8849  -522.25690    79.97964    40.37048
      8850   459.25787    17.52411    19.84694
      8851  -253.21750   -46.62255   -69.10864
      8852  -743.89496   -36.76773   -24.38620
      8853   952.68042   -53.32884    16.67641
      8854   -33.00261     3.77920   -42.32880
      8855    64.73175    33.65652     5.26769
      8856  -500.01740    71.96978    30.73692
      8857   -50.48164     7.37495    -1.07356
      8858   657.29022    68.64454    63.18305
      8859   -89.84135   -35.13610   -11.95386
      8860 -1041.32434     3.66486   -21.37341
      8861  -233.02344   -41.72686   -20.11542
      8862  -490.39481   -20.68938    12.73119
      8863  -965.87781   -18.06336    -4.29548
      8864  -312.83005    29.19720     3.40525
      8865  -458.43127   -30.02155   -33.62324
      8866 -1450.74280   -40.31786   -36.07310
      8867 -1117.52515    83.51997    39.24908
      8868  -937.97601   -38.77007   -32.14726
      8869  1670.00647     8.29684    40.78037
