#Frequency	Mic 1	Mic 2
2228.000	0.830	0.031
2229.000	0.831	0.032
2230.000	0.838	0.033
2231.000	0.845	0.034
2232.000	0.842	0.033
2233.000	0.838	0.032
2234.000	0.837	0.029
2235.000	0.836	0.031
2236.000	0.838	0.030
2237.000	0.830	0.030
2238.000	0.832	0.035
2239.000	0.832	0.031
2240.000	0.842	0.028
2241.000	0.844	0.029
2242.000	0.832	0.030
2243.000	0.841	0.029
2244.000	0.852	0.028
2245.000	0.842	0.031
2246.000	0.837	0.027
2247.000	0.844	0.031
2248.000	0.845	0.031
2249.000	0.836	0.028
2250.000	0.850	0.055
2251.000	0.859	0.037
2252.000	0.855	0.031
2253.000	0.855	0.034
2254.000	0.861	0.042
2255.000	0.861	0.034
2256.000	0.854	0.031
2257.000	0.854	0.029
2258.000	0.851	0.034
2259.000	0.849	0.029
2260.000	0.860	0.028
2261.000	0.848	0.032
2262.000	0.860	0.032
2263.000	0.864	0.032
2264.000	0.863	0.030
2265.000	0.856	0.028
2266.000	0.859	0.033
2267.000	0.910	0.068
2268.000	0.998	0.239
2269.000	0.888	0.059
2270.000	0.892	0.060
2271.000	0.891	0.061
2272.000	0.892	0.048
2273.000	0.880	0.044
2274.000	0.871	0.035
2275.000	0.887	0.030
2276.000	0.877	0.048
2277.000	0.879	0.034
2278.000	0.890	0.036
2279.000	0.878	0.030
2280.000	0.877	0.029
2281.000	0.885	0.028
2282.000	0.888	0.026
2283.000	0.889	0.078
2284.000	0.884	0.076
2285.000	0.894	0.067
2286.000	0.894	0.069
2287.000	0.889	0.051
2288.000	0.899	0.033
2289.000	0.904	0.047
2290.000	0.888	0.031
2291.000	0.887	0.027
2292.000	0.891	0.033
2293.000	0.893	0.035
2294.000	0.896	0.036
2295.000	0.905	0.030
2296.000	0.921	0.030
2297.000	0.896	0.033
2298.000	0.909	0.030
2299.000	0.899	0.031
2300.000	0.906	0.037
2301.000	0.916	0.030
2302.000	0.914	0.031
2303.000	0.909	0.032
2304.000	0.912	0.030
2305.000	0.913	0.027
2306.000	0.926	0.027
2307.000	0.916	0.029
2308.000	0.915	0.031
2309.000	0.912	0.030
2310.000	0.922	0.029
2311.000	0.926	0.028
2312.000	0.920	0.030
2313.000	0.930	0.029
2314.000	0.926	0.032
2315.000	0.928	0.029
2316.000	0.925	0.030
2317.000	0.952	0.031
2318.000	0.934	0.040
2319.000	0.933	0.047
2320.000	0.948	0.101
2321.000	0.935	0.033
2322.000	0.953	0.065
2323.000	0.937	0.071
2324.000	0.964	0.076
2325.000	0.940	0.034
2326.000	0.953	0.034
2327.000	0.944	0.028
2328.000	0.955	0.041
2329.000	0.949	0.032
2330.000	0.952	0.034
2331.000	0.954	0.040
2332.000	0.952	0.027
2333.000	0.962	0.033
2334.000	0.965	0.028
2335.000	0.954	0.029
2336.000	0.960	0.029
2337.000	0.966	0.031
2338.000	0.969	0.034
2339.000	0.980	0.031
2340.000	0.970	0.029
2341.000	0.975	0.033
2342.000	0.987	0.030
2343.000	0.977	0.034
2344.000	0.989	0.035
2345.000	0.984	0.035
2346.000	0.989	0.034
2347.000	0.983	0.035
2348.000	0.976	0.035
2349.000	0.990	0.033
2350.000	0.985	0.031
2351.000	0.994	0.033
2352.000	1.004	0.030
2353.000	0.993	0.029
2354.000	0.997	0.032
2355.000	0.994	0.029
2356.000	0.999	0.033
2357.000	0.996	0.034
2358.000	1.003	0.036
2359.000	1.015	0.033
2360.000	1.005	0.030
2361.000	1.018	0.033
2362.000	1.011	0.035
2363.000	1.008	0.029
2364.000	1.028	0.032
2365.000	1.013	0.036
2366.000	1.029	0.031
2367.000	1.019	0.028
2368.000	1.023	0.030
2369.000	1.027	0.027
2370.000	1.027	0.034
2371.000	1.042	0.030
2372.000	1.039	0.032
2373.000	1.038	0.032
2374.000	1.036	0.029
2375.000	1.042	0.034
2376.000	1.052	0.031
2377.000	1.048	0.032
2378.000	1.063	0.034
2379.000	1.054	0.036
2380.000	1.055	0.032
2381.000	1.062	0.034
2382.000	1.050	0.033
2383.000	1.077	0.032
2384.000	1.062	0.035
2385.000	1.080	0.052
2386.000	1.070	0.044
2387.000	1.079	0.045
2388.000	1.068	0.033
2389.000	1.099	0.041
2390.000	1.083	0.032
2391.000	1.087	0.032
2392.000	1.091	0.032
2393.000	1.083	0.040
2394.000	1.101	0.034
2395.000	1.094	0.031
2396.000	1.096	0.032
2397.000	1.109	0.108
2398.000	1.113	0.080
2399.000	1.101	0.031
2400.000	1.101	0.032
2401.000	1.114	0.043
2402.000	1.107	0.030
2403.000	1.119	0.031
2404.000	1.148	0.029
2405.000	1.116	0.029
2406.000	1.136	0.036
2407.000	1.134	0.036
2408.000	1.137	0.031
2409.000	1.137	0.033
2410.000	1.145	0.033
2411.000	1.151	0.027
2412.000	1.155	0.033
2413.000	1.151	0.034
2414.000	1.149	0.034
2415.000	1.159	0.034
2416.000	1.155	0.034
2417.000	1.166	0.034
2418.000	1.172	0.027
2419.000	1.179	0.034
2420.000	1.195	0.215
2421.000	1.212	0.600
2422.000	1.190	0.039
2423.000	1.194	0.042
2424.000	1.196	0.042
2425.000	1.202	0.033
2426.000	1.192	0.033
2427.000	1.200	0.029
2428.000	1.207	0.031
2429.000	1.202	0.031
2430.000	1.217	0.029
2431.000	1.228	0.031
2432.000	1.224	0.035
2433.000	1.225	0.039
2434.000	1.238	0.037
2435.000	1.237	0.031
2436.000	1.249	0.029
2437.000	1.246	0.031
2438.000	1.256	0.029
2439.000	1.246	0.040
2440.000	1.254	0.035
2441.000	1.260	0.029
2442.000	1.267	0.034
2443.000	1.263	0.033
2444.000	1.272	0.029
2445.000	1.275	0.033
2446.000	1.280	0.032
2447.000	1.293	0.034
2448.000	1.290	0.044
2449.000	1.295	0.040
2450.000	1.317	0.042
2451.000	1.311	0.055
2452.000	1.307	0.040
2453.000	1.321	0.035
2454.000	1.330	0.039
2455.000	1.316	0.031
2456.000	1.322	0.039
2457.000	1.333	0.066
2458.000	1.347	0.035
2459.000	1.341	0.039
2460.000	1.362	0.047
2461.000	1.368	0.045
2462.000	1.357	0.048
2463.000	1.372	0.035
2464.000	1.369	0.033
2465.000	1.380	0.036
2466.000	1.374	0.030
2467.000	1.383	0.036
2468.000	1.380	0.034
2469.000	1.401	0.036
2470.000	1.410	0.031
2471.000	1.416	0.035
2472.000	1.409	0.033
2473.000	1.423	0.045
2474.000	1.421	0.033
2475.000	1.420	0.037
2476.000	1.429	0.037
2477.000	1.427	0.034
2478.000	1.431	0.040
2479.000	1.444	0.085
2480.000	1.446	0.041
2481.000	1.436	0.038
2482.000	1.437	0.041
2483.000	1.450	0.038
2484.000	1.445	0.041
2485.000	1.440	0.047
2486.000	1.444	0.053
2487.000	1.453	0.046
2488.000	1.452	0.043
2489.000	1.452	0.046
2490.000	1.450	0.049
2491.000	1.450	0.045
2492.000	1.446	0.049
2493.000	1.424	0.047
2494.000	1.434	0.056
2495.000	1.437	0.056
2496.000	1.434	0.057
2497.000	1.426	0.059
2498.000	1.409	0.064
2499.000	1.404	0.063
2500.000	1.380	0.070
2501.000	1.385	0.072
2502.000	1.373	0.075
2503.000	1.361	0.074
2504.000	1.355	0.077
2505.000	1.330	0.079
2506.000	1.317	0.084
2507.000	1.318	0.091
2508.000	1.293	0.099
2509.000	1.270	0.100
2510.000	1.260	0.108
2511.000	1.235	0.107
2512.000	1.222	0.107
2513.000	1.212	0.115
2514.000	1.189	0.127
2515.000	1.175	0.127
2516.000	1.150	0.132
2517.000	1.133	0.137
2518.000	1.130	0.149
2519.000	1.109	0.151
2520.000	1.088	0.169
2521.000	1.079	0.160
2522.000	1.068	0.165
2523.000	1.060	0.168
2524.000	1.038	0.176
2525.000	1.025	0.185
2526.000	1.033	0.203
2527.000	1.023	0.213
2528.000	1.002	0.216
2529.000	0.997	0.205
2530.000	0.983	0.212
2531.000	0.970	0.223
2532.000	0.956	0.222
2533.000	0.949	0.228
2534.000	0.945	0.230
2535.000	0.932	0.237
2536.000	0.927	0.240
2537.000	0.918	0.252
2538.000	0.918	0.252
2539.000	0.907	0.264
2540.000	0.904	0.292
2541.000	0.902	0.266
2542.000	0.895	0.270
2543.000	0.905	0.279
2544.000	0.897	0.288
2545.000	0.897	0.287
2546.000	0.898	0.290
2547.000	0.900	0.298
2548.000	0.900	0.300
2549.000	0.905	0.304
2550.000	0.916	0.313
2551.000	0.914	0.318
2552.000	0.926	0.336
2553.000	0.939	0.357
2554.000	0.946	0.336
2555.000	0.950	0.337
2556.000	0.951	0.344
2557.000	0.951	0.352
2558.000	0.958	0.362
2559.000	0.973	0.400
2560.000	0.992	0.401
2561.000	0.967	0.380
2562.000	0.965	0.387
2563.000	0.987	0.397
2564.000	0.976	0.397
2565.000	0.986	0.409
2566.000	0.982	0.413
2567.000	0.974	0.420
2568.000	0.972	0.429
2569.000	0.982	0.430
2570.000	0.981	0.435
2571.000	0.969	0.441
2572.000	0.982	0.446
2573.000	0.980	0.458
2574.000	0.971	0.461
2575.000	0.952	0.462
2576.000	0.944	0.464
2577.000	0.941	0.469
2578.000	0.931	0.487
2579.000	0.940	0.474
2580.000	0.941	0.470
2581.000	0.929	0.476
2582.000	0.929	0.481
2583.000	0.921	0.482
2584.000	0.930	0.482
2585.000	0.923	0.487
2586.000	0.930	0.486
2587.000	0.935	0.487
2588.000	0.932	0.489
2589.000	0.926	0.495
2590.000	0.942	0.492
2591.000	0.936	0.493
2592.000	0.943	0.497
2593.000	0.953	0.498
2594.000	0.971	0.504
2595.000	0.965	0.508
2596.000	0.974	0.506
2597.000	0.977	0.510
2598.000	0.984	0.514
2599.000	0.995	0.516
2600.000	1.004	0.524
2601.000	1.011	0.526
2602.000	1.021	0.532
2603.000	1.022	0.540
2604.000	1.024	0.541
2605.000	1.037	0.549
2606.000	1.045	0.556
2607.000	1.054	0.560
2608.000	1.061	0.563
2609.000	1.064	0.576
2610.000	1.059	0.572
2611.000	1.071	0.578
2612.000	1.065	0.584
2613.000	1.059	0.588
2614.000	1.056	0.596
2615.000	1.065	0.598
2616.000	1.055	0.600
2617.000	1.050	0.606
2618.000	1.036	0.607
2619.000	1.025	0.610
2620.000	1.022	0.618
2621.000	1.019	0.614
2622.000	1.002	0.618
2623.000	0.990	0.616
2624.000	0.997	0.650
2625.000	1.010	0.654
2626.000	0.982	0.622
2627.000	0.951	0.613
2628.000	0.946	0.612
2629.000	0.922	0.613
2630.000	0.924	0.617
2631.000	0.922	0.619
2632.000	0.910	0.611
2633.000	0.899	0.597
2634.000	0.896	0.595
2635.000	0.873	0.588
2636.000	0.878	0.586
2637.000	0.916	0.584
2638.000	0.881	0.585
2639.000	0.892	0.581
2640.000	0.881	0.575
2641.000	0.893	0.574
2642.000	0.888	0.573
2643.000	0.886	0.568
2644.000	0.897	0.568
2645.000	0.895	0.561
2646.000	0.902	0.567
2647.000	0.912	0.561
2648.000	0.919	0.560
2649.000	0.925	0.562
2650.000	0.932	0.562
2651.000	0.958	0.566
2652.000	0.969	0.572
2653.000	0.969	0.568
2654.000	0.981	0.565
2655.000	0.980	0.568
2656.000	0.995	0.574
2657.000	1.005	0.571
2658.000	1.005	0.574
2659.000	1.017	0.578
2660.000	1.034	0.586
2661.000	1.039	0.581
2662.000	1.041	0.591
2663.000	1.061	0.590
2664.000	1.059	0.593
2665.000	1.065	0.601
2666.000	1.070	0.600
2667.000	1.077	0.611
2668.000	1.075	0.608
2669.000	1.072	0.612
2670.000	1.080	0.612
2671.000	1.070	0.629
2672.000	1.066	0.621
2673.000	1.086	0.628
2674.000	1.072	0.624
2675.000	1.058	0.627
2676.000	1.057	0.637
2677.000	1.052	0.632
2678.000	1.048	0.631
2679.000	1.046	0.634
2680.000	1.035	0.646
2681.000	1.017	0.638
2682.000	1.023	0.631
2683.000	1.016	0.635
2684.000	1.021	0.638
2685.000	0.998	0.629
2686.000	0.986	0.625
2687.000	0.976	0.622
2688.000	0.968	0.625
2689.000	0.962	0.615
2690.000	0.953	0.616
2691.000	0.954	0.616
2692.000	0.957	0.610
2693.000	0.950	0.607
2694.000	0.937	0.606
2695.000	0.938	0.608
2696.000	0.943	0.601
2697.000	0.929	0.636
2698.000	0.936	0.598
2699.000	0.941	0.593
2700.000	0.941	0.590
2701.000	0.954	0.592
2702.000	0.952	0.586
2703.000	0.965	0.587
2704.000	0.970	0.585
2705.000	0.966	0.587
2706.000	0.976	0.587
2707.000	0.985	0.588
2708.000	0.996	0.587
2709.000	1.001	0.583
2710.000	1.010	0.587
2711.000	1.034	0.589
2712.000	1.042	0.590
2713.000	1.038	0.593
2714.000	1.065	0.595
2715.000	1.061	0.604
2716.000	1.096	0.598
2717.000	1.095	0.607
2718.000	1.107	0.605
2719.000	1.118	0.609
2720.000	1.123	0.616
2721.000	1.146	0.622
2722.000	1.152	0.619
2723.000	1.167	0.629
2724.000	1.165	0.634
2725.000	1.178	0.642
2726.000	1.189	0.640
2727.000	1.184	0.646
2728.000	1.197	0.653
2729.000	1.199	0.658
2730.000	1.205	0.662
2731.000	1.203	0.665
2732.000	1.210	0.671
2733.000	1.214	0.677
2734.000	1.214	0.678
2735.000	1.208	0.680
2736.000	1.215	0.683
2737.000	1.206	0.683
2738.000	1.184	0.684
2739.000	1.189	0.687
2740.000	1.181	0.690
2741.000	1.169	0.690
2742.000	1.156	0.685
2743.000	1.139	0.682
2744.000	1.133	0.684
2745.000	1.113	0.689
2746.000	1.118	0.683
2747.000	1.085	0.678
2748.000	1.081	0.669
2749.000	1.060	0.668
2750.000	1.052	0.662
2751.000	1.040	0.655
2752.000	1.032	0.661
2753.000	1.021	0.654
2754.000	1.021	0.644
2755.000	1.010	0.647
2756.000	1.008	0.638
2757.000	0.985	0.627
2758.000	0.989	0.621
2759.000	1.001	0.624
2760.000	1.003	0.617
2761.000	1.000	0.608
2762.000	0.994	0.603
2763.000	0.994	0.602
2764.000	0.995	0.604
2765.000	1.004	0.595
2766.000	1.012	0.595
2767.000	1.027	0.594
2768.000	1.015	0.586
2769.000	1.039	0.593
2770.000	1.049	0.587
2771.000	1.058	0.591
2772.000	1.052	0.588
2773.000	1.083	0.588
2774.000	1.092	0.586
2775.000	1.100	0.592
2776.000	1.110	0.589
2777.000	1.133	0.587
2778.000	1.137	0.592
2779.000	1.157	0.599
2780.000	1.161	0.601
2781.000	1.167	0.604
2782.000	1.183	0.606
2783.000	1.188	0.606
2784.000	1.215	0.610
2785.000	1.214	0.618
2786.000	1.233	0.613
2787.000	1.243	0.622
2788.000	1.262	0.625
2789.000	1.268	0.629
2790.000	1.266	0.635
2791.000	1.268	0.637
2792.000	1.279	0.644
2793.000	1.289	0.644
2794.000	1.282	0.652
2795.000	1.296	0.653
2796.000	1.300	0.658
2797.000	1.290	0.658
2798.000	1.298	0.666
2799.000	1.286	0.675
2800.000	1.282	0.668
2801.000	1.265	0.667
2802.000	1.262	0.668
2803.000	1.251	0.672
2804.000	1.238	0.668
2805.000	1.218	0.665
2806.000	1.207	0.663
2807.000	1.194	0.664
2808.000	1.174	0.661
2809.000	1.160	0.655
2810.000	1.129	0.655
2811.000	1.119	0.649
2812.000	1.108	0.640
2813.000	1.088	0.634
2814.000	1.071	0.632
2815.000	1.055	0.625
2816.000	1.031	0.625
2817.000	1.030	0.614
2818.000	1.007	0.610
2819.000	1.005	0.612
2820.000	0.990	0.598
2821.000	0.985	0.589
2822.000	0.990	0.592
2823.000	0.968	0.581
2824.000	0.981	0.579
2825.000	0.978	0.571
2826.000	0.967	0.571
2827.000	0.973	0.567
2828.000	0.978	0.555
2829.000	0.989	0.557
2830.000	0.985	0.554
2831.000	0.999	0.547
2832.000	1.007	0.555
2833.000	1.007	0.548
2834.000	1.025	0.548
2835.000	1.029	0.542
2836.000	1.045	0.543
2837.000	1.062	0.541
2838.000	1.078	0.542
2839.000	1.086	0.539
2840.000	1.101	0.538
2841.000	1.122	0.543
2842.000	1.145	0.542
2843.000	1.151	0.542
2844.000	1.168	0.542
2845.000	1.177	0.545
2846.000	1.187	0.544
2847.000	1.205	0.551
2848.000	1.228	0.551
2849.000	1.237	0.557
2850.000	1.253	0.554
2851.000	1.263	0.559
2852.000	1.272	0.555
2853.000	1.285	0.560
2854.000	1.293	0.566
2855.000	1.311	0.560
2856.000	1.319	0.561
2857.000	1.298	0.566
2858.000	1.320	0.565
2859.000	1.323	0.574
2860.000	1.316	0.572
2861.000	1.314	0.565
2862.000	1.332	0.569
2863.000	1.327	0.567
2864.000	1.304	0.565
2865.000	1.318	0.564
2866.000	1.298	0.566
2867.000	1.279	0.563
2868.000	1.276	0.561
2869.000	1.262	0.556
2870.000	1.243	0.561
2871.000	1.242	0.555
2872.000	1.223	0.554
2873.000	1.223	0.546
2874.000	1.204	0.542
2875.000	1.185	0.540
2876.000	1.181	0.534
2877.000	1.171	0.529
2878.000	1.140	0.532
2879.000	1.128	0.526
2880.000	1.120	0.522
2881.000	1.110	0.518
2882.000	1.096	0.510
2883.000	1.104	0.511
2884.000	1.110	0.505
2885.000	1.086	0.506
2886.000	1.088	0.501
2887.000	1.086	0.493
2888.000	1.080	0.496
2889.000	1.099	0.491
2890.000	1.105	0.491
2891.000	1.097	0.482
2892.000	1.115	0.484
2893.000	1.120	0.500
2894.000	1.120	0.481
2895.000	1.134	0.481
2896.000	1.152	0.482
2897.000	1.166	0.482
2898.000	1.172	0.480
2899.000	1.203	0.480
2900.000	1.210	0.481
2901.000	1.229	0.483
2902.000	1.247	0.483
2903.000	1.256	0.479
2904.000	1.284	0.484
2905.000	1.295	0.483
2906.000	1.304	0.484
2907.000	1.319	0.483
2908.000	1.340	0.485
2909.000	1.359	0.484
2910.000	1.374	0.491
2911.000	1.378	0.492
2912.000	1.396	0.493
2913.000	1.407	0.492
2914.000	1.435	0.495
2915.000	1.442	0.492
2916.000	1.448	0.495
2917.000	1.466	0.496
2918.000	1.452	0.494
2919.000	1.449	0.496
2920.000	1.465	0.495
2921.000	1.465	0.493
2922.000	1.464	0.493
2923.000	1.455	0.494
2924.000	1.443	0.493
2925.000	1.449	0.489
2926.000	1.434	0.491
2927.000	1.414	0.480
2928.000	1.396	0.480
2929.000	1.395	0.475
2930.000	1.389	0.472
2931.000	1.364	0.466
2932.000	1.343	0.459
2933.000	1.337	0.460
2934.000	1.315	0.456
2935.000	1.318	0.454
2936.000	1.296	0.450
2937.000	1.280	0.439
2938.000	1.269	0.437
2939.000	1.260	0.433
2940.000	1.267	0.431
2941.000	1.247	0.426
2942.000	1.239	0.418
2943.000	1.242	0.421
2944.000	1.238	0.415
2945.000	1.239	0.407
2946.000	1.232	0.404
2947.000	1.261	0.402
2948.000	1.254	0.400
2949.000	1.267	0.395
2950.000	1.284	0.395
2951.000	1.290	0.390
2952.000	1.295	0.385
2953.000	1.322	0.386
2954.000	1.345	0.389
2955.000	1.357	0.383
2956.000	1.371	0.380
2957.000	1.383	0.377
2958.000	1.402	0.378
2959.000	1.419	0.375
2960.000	1.443	0.377
2961.000	1.459	0.369
2962.000	1.479	0.368
2963.000	1.484	0.369
2964.000	1.514	0.366
2965.000	1.526	0.364
2966.000	1.532	0.363
2967.000	1.556	0.359
2968.000	1.558	0.357
2969.000	1.575	0.353
2970.000	1.574	0.348
2971.000	1.565	0.351
2972.000	1.588	0.343
2973.000	1.595	0.342
2974.000	1.580	0.344
2975.000	1.569	0.336
2976.000	1.571	0.341
2977.000	1.566	0.325
2978.000	1.558	0.322
2979.000	1.558	0.320
2980.000	1.548	0.319
2981.000	1.538	0.306
2982.000	1.520	0.305
2983.000	1.514	0.305
2984.000	1.494	0.298
2985.000	1.492	0.293
2986.000	1.487	0.293
2987.000	1.474	0.286
2988.000	1.469	0.277
2989.000	1.457	0.276
2990.000	1.448	0.271
2991.000	1.439	0.266
2992.000	1.449	0.267
2993.000	1.448	0.256
2994.000	1.447	0.253
2995.000	1.445	0.245
2996.000	1.446	0.243
2997.000	1.466	0.246
2998.000	1.458	0.235
2999.000	0.125	0.031
